Location,Station,Date,Time,Temperature_F,DewPoint_F,Humidity_Percentage,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precipitation_in,Condition,Data Collection Source
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,11:53 AM,87 °F,65 °F,48 %,W,13 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,12:53 PM,88 °F,63 °F,43 %,W,14 mph,21 mph,29.22 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,1:53 PM,90 °F,62 °F,39 %,SW,16 mph,24 mph,29.21 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,2:53 PM,88 °F,62 °F,42 %,W,14 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,3:53 PM,90 °F,60 °F,37 %,W,10 mph,20 mph,29.18 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,4:18 PM,90 °F,60 °F,37 %,W,14 mph,25 mph,29.18 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,4:53 PM,81 °F,64 °F,56 %,N,16 mph,29 mph,29.18 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,5:00 PM,82 °F,64 °F,54 %,N,15 mph,0 mph,29.19 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,5:53 PM,80 °F,64 °F,58 %,NE,9 mph,0 mph,29.18 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,6:53 PM,77 °F,63 °F,62 %,NE,10 mph,0 mph,29.20 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,7:43 PM,76 °F,64 °F,67 %,E,8 mph,0 mph,29.21 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,7:53 PM,76 °F,64 °F,67 %,ENE,9 mph,0 mph,29.21 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,8:53 PM,71 °F,63 °F,75 %,NE,9 mph,0 mph,29.22 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,9:10 PM,71 °F,64 °F,78 %,NE,8 mph,0 mph,29.22 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,9:53 PM,70 °F,63 °F,78 %,NE,7 mph,0 mph,29.22 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,10:50 PM,70 °F,63 °F,78 %,NE,7 mph,0 mph,29.22 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,10:53 PM,71 °F,63 °F,75 %,NNE,6 mph,0 mph,29.22 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,11:38 PM,70 °F,63 °F,78 %,N,8 mph,0 mph,29.21 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/7/21,11:53 PM,70 °F,63 °F,78 %,NE,6 mph,0 mph,29.21 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,12:44 AM,70 °F,63 °F,78 %,NE,9 mph,0 mph,29.19 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,12:53 AM,69 °F,63 °F,81 %,NE,9 mph,0 mph,29.19 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,1:53 AM,68 °F,62 °F,81 %,NE,8 mph,0 mph,29.19 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,2:53 AM,68 °F,61 °F,78 %,NNE,9 mph,0 mph,29.20 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,3:53 AM,67 °F,60 °F,79 %,NNE,9 mph,0 mph,29.21 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,4:53 AM,66 °F,59 °F,78 %,NNE,13 mph,0 mph,29.21 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,5:53 AM,66 °F,59 °F,78 %,NNE,7 mph,0 mph,29.21 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,6:53 AM,65 °F,58 °F,78 %,N,13 mph,0 mph,29.23 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,7:53 AM,65 °F,58 °F,78 %,NNE,9 mph,0 mph,29.24 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,8:53 AM,66 °F,58 °F,75 %,NNE,8 mph,0 mph,29.26 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,9:22 AM,66 °F,58 °F,75 %,NNE,3 mph,0 mph,29.26 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,9:53 AM,67 °F,58 °F,73 %,NNE,8 mph,0 mph,29.26 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,10:53 AM,67 °F,58 °F,73 %,N,9 mph,0 mph,29.26 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,11:15 AM,67 °F,57 °F,70 %,NE,8 mph,0 mph,29.26 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,11:53 AM,67 °F,57 °F,70 %,VAR,6 mph,0 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,12:53 PM,69 °F,58 °F,68 %,NNE,3 mph,0 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,1:53 PM,68 °F,57 °F,68 %,NNE,6 mph,0 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,2:53 PM,67 °F,57 °F,70 %,NE,8 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,3:04 PM,66 °F,57 °F,73 %,NNE,8 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,3:53 PM,66 °F,58 °F,75 %,NNE,7 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,4:53 PM,67 °F,57 °F,70 %,NNE,8 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,5:53 PM,67 °F,56 °F,68 %,NE,8 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,6:53 PM,65 °F,55 °F,70 %,NE,10 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,7:53 PM,65 °F,56 °F,73 %,NNE,9 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,8:53 PM,65 °F,55 °F,70 %,NNE,10 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,9:53 PM,65 °F,55 °F,70 %,N,7 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,10:34 PM,65 °F,55 °F,70 %,N,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,10:53 PM,65 °F,55 °F,70 %,NNW,12 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/8/21,11:53 PM,63 °F,54 °F,72 %,NW,5 mph,0 mph,29.33 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,12:53 AM,62 °F,53 °F,72 %,WNW,5 mph,0 mph,29.33 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,1:53 AM,61 °F,53 °F,75 %,WNW,5 mph,0 mph,29.32 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,2:53 AM,60 °F,53 °F,78 %,NW,6 mph,0 mph,29.33 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,3:53 AM,60 °F,53 °F,78 %,NW,5 mph,0 mph,29.33 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,4:53 AM,60 °F,53 °F,78 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,5:53 AM,60 °F,54 °F,80 %,NNW,3 mph,0 mph,29.36 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,6:53 AM,62 °F,55 °F,78 %,NW,7 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,7:53 AM,66 °F,55 °F,68 %,N,8 mph,0 mph,29.40 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,8:53 AM,69 °F,53 °F,57 %,NNE,10 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,9:53 AM,71 °F,49 °F,45 %,N,8 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,10:53 AM,72 °F,51 °F,48 %,NNE,10 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,11:53 AM,74 °F,52 °F,46 %,NE,8 mph,17 mph,29.40 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,12:53 PM,73 °F,50 °F,44 %,NE,10 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,1:53 PM,75 °F,48 °F,38 %,NE,12 mph,23 mph,29.39 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,2:53 PM,75 °F,47 °F,37 %,N,8 mph,0 mph,29.39 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,3:53 PM,75 °F,45 °F,34 %,NNE,9 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,4:53 PM,76 °F,44 °F,32 %,NNE,8 mph,0 mph,29.39 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,5:53 PM,74 °F,44 °F,34 %,ENE,6 mph,0 mph,29.39 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,6:53 PM,73 °F,42 °F,33 %,ESE,8 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,7:53 PM,72 °F,45 °F,38 %,E,8 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,8:53 PM,71 °F,43 °F,36 %,E,8 mph,0 mph,29.39 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,9:53 PM,71 °F,43 °F,36 %,E,7 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,10:53 PM,68 °F,47 °F,47 %,E,6 mph,0 mph,29.39 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/9/21,11:53 PM,67 °F,52 °F,59 %,ESE,3 mph,0 mph,29.38 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,12:53 AM,67 °F,53 °F,61 %,E,8 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,1:53 AM,66 °F,55 °F,68 %,ESE,8 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,2:53 AM,65 °F,55 °F,70 %,NE,5 mph,0 mph,29.35 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,3:53 AM,66 °F,57 °F,73 %,E,8 mph,0 mph,29.34 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,4:53 AM,66 °F,59 °F,78 %,E,8 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,5:53 AM,66 °F,59 °F,78 %,SE,6 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,6:53 AM,68 °F,58 °F,70 %,ESE,6 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,7:53 AM,69 °F,58 °F,68 %,SE,8 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,8:53 AM,71 °F,58 °F,63 %,ESE,12 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,9:53 AM,72 °F,60 °F,66 %,ESE,7 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,10:44 AM,73 °F,59 °F,61 %,SE,12 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,10:53 AM,73 °F,60 °F,64 %,SE,7 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,11:42 AM,75 °F,60 °F,60 %,E,12 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,11:53 AM,75 °F,60 °F,60 %,E,12 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,12:53 PM,73 °F,60 °F,64 %,E,14 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,1:53 PM,73 °F,60 °F,64 %,E,13 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,2:53 PM,73 °F,60 °F,64 %,E,14 mph,24 mph,29.27 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,3:53 PM,72 °F,63 °F,73 %,E,12 mph,0 mph,29.27 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,4:53 PM,72 °F,64 °F,76 %,ENE,10 mph,0 mph,29.26 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,5:05 PM,72 °F,64 °F,76 %,E,9 mph,0 mph,29.26 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,5:53 PM,72 °F,64 °F,76 %,ENE,9 mph,0 mph,29.25 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,6:07 PM,71 °F,63 °F,75 %,ENE,9 mph,0 mph,29.24 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,6:53 PM,70 °F,64 °F,81 %,ENE,8 mph,0 mph,29.25 in,0.1 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,7:53 PM,70 °F,64 °F,81 %,ENE,9 mph,0 mph,29.25 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,8:53 PM,70 °F,64 °F,81 %,ENE,9 mph,0 mph,29.24 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,9:31 PM,70 °F,65 °F,84 %,E,10 mph,0 mph,29.24 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,9:53 PM,70 °F,65 °F,84 %,E,13 mph,0 mph,29.24 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,10:53 PM,70 °F,65 °F,84 %,ENE,10 mph,0 mph,29.24 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/10/21,11:53 PM,70 °F,64 °F,81 %,E,12 mph,0 mph,29.23 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,12:53 AM,70 °F,63 °F,78 %,ENE,15 mph,0 mph,29.23 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,1:53 AM,69 °F,63 °F,81 %,ENE,16 mph,0 mph,29.22 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,2:23 AM,68 °F,63 °F,84 %,ENE,14 mph,0 mph,29.22 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,2:53 AM,68 °F,63 °F,84 %,ENE,14 mph,21 mph,29.22 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,3:53 AM,68 °F,62 °F,81 %,ENE,21 mph,28 mph,29.21 in,0.0 in,Cloudy / Windy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,4:53 AM,68 °F,62 °F,81 %,ENE,14 mph,0 mph,29.21 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,5:53 AM,68 °F,60 °F,76 %,ENE,14 mph,0 mph,29.22 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,6:53 AM,69 °F,61 °F,75 %,E,13 mph,0 mph,29.23 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,7:53 AM,68 °F,60 °F,76 %,ENE,14 mph,0 mph,29.24 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,8:53 AM,68 °F,61 °F,78 %,E,12 mph,0 mph,29.25 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,9:20 AM,68 °F,62 °F,81 %,ENE,12 mph,0 mph,29.26 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,9:53 AM,68 °F,62 °F,81 %,ENE,12 mph,0 mph,29.26 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,10:53 AM,68 °F,62 °F,81 %,ENE,10 mph,0 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,11:53 AM,68 °F,62 °F,81 %,NE,13 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,12:24 PM,67 °F,61 °F,81 %,NE,15 mph,22 mph,29.28 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,12:53 PM,68 °F,61 °F,78 %,ENE,17 mph,0 mph,29.28 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,1:53 PM,67 °F,61 °F,81 %,ENE,16 mph,0 mph,29.28 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,2:53 PM,68 °F,62 °F,81 %,NE,12 mph,0 mph,29.29 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,3:53 PM,68 °F,61 °F,78 %,NNE,13 mph,0 mph,29.29 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,4:53 PM,68 °F,61 °F,78 %,NE,12 mph,0 mph,29.29 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,5:53 PM,67 °F,61 °F,81 %,NE,9 mph,0 mph,29.29 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,6:53 PM,69 °F,61 °F,75 %,NE,13 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,7:53 PM,69 °F,61 °F,75 %,ENE,13 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,8:27 PM,69 °F,61 °F,75 %,NE,15 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,8:53 PM,68 °F,61 °F,78 %,ENE,13 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,9:53 PM,68 °F,62 °F,81 %,NE,12 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,10:15 PM,67 °F,62 °F,84 %,NE,10 mph,0 mph,29.34 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,10:53 PM,67 °F,62 °F,84 %,ENE,9 mph,0 mph,29.34 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/11/21,11:53 PM,68 °F,62 °F,81 %,ENE,7 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,12:53 AM,68 °F,62 °F,81 %,ENE,6 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,1:53 AM,68 °F,61 °F,78 %,NE,9 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,2:14 AM,69 °F,61 °F,75 %,ENE,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,2:40 AM,69 °F,61 °F,75 %,ENE,12 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,2:53 AM,68 °F,62 °F,81 %,E,12 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,3:36 AM,67 °F,63 °F,87 %,E,9 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,3:53 AM,67 °F,62 °F,84 %,E,9 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,4:53 AM,67 °F,62 °F,84 %,ENE,9 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,5:22 AM,67 °F,62 °F,84 %,ENE,9 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,5:53 AM,68 °F,62 °F,81 %,E,8 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,6:53 AM,68 °F,63 °F,84 %,ENE,8 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,7:28 AM,69 °F,62 °F,78 %,E,7 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,7:53 AM,69 °F,63 °F,81 %,E,8 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,8:53 AM,70 °F,62 °F,76 %,E,9 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,9:53 AM,71 °F,63 °F,75 %,ENE,7 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,10:53 AM,72 °F,63 °F,73 %,E,8 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,11:42 AM,71 °F,63 °F,75 %,ENE,9 mph,0 mph,29.37 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,11:53 AM,72 °F,63 °F,73 %,ENE,9 mph,0 mph,29.37 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,12:53 PM,73 °F,64 °F,73 %,NE,7 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,1:53 PM,74 °F,64 °F,71 %,E,9 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,2:53 PM,74 °F,65 °F,73 %,ENE,9 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,3:53 PM,73 °F,64 °F,73 %,ENE,9 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,4:29 PM,73 °F,65 °F,76 %,ENE,12 mph,0 mph,29.33 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,4:53 PM,73 °F,66 °F,79 %,ENE,10 mph,0 mph,29.33 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,5:53 PM,75 °F,66 °F,73 %,NNE,9 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,6:53 PM,73 °F,65 °F,76 %,N,10 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
